dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate,clean_pred,noisy_pred,clean_score,noisy_score,delta_p,failure_label
sst2,55,we have no idea what in creation is going on ,ww hace ni idea whar im creatoon is going ob ,0,keyboard_proximity,0.15,10,14,1.4,0.1428571428571428,0.4285714285714285,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,ww uzce ni idea wyay ib xrewtoon is hoinb oh ,0,keyboard_proximity,0.3,10,19,1.9,0.2631578947368421,0.4736842105263157,positive,negative,0.0,1.0,-1.0,0
sst2,55,we have no idea what in creation is going on ,we have n0 idea what in creation is goin9 on ,0,homoglyph,0.05,10,14,1.4,0.2142857142857142,0.0,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w3 have n0 1dea wh@7 in creation is 9oin9 on ,0,homoglyph,0.15,10,21,2.1,0.4761904761904761,0.1904761904761904,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w3 h@ve n0 1de@ wh@7 in cr3@t10n is 90in9 on ,0,homoglyph,0.3,10,30,3.0,0.6333333333333333,0.2,positive,negative,0.0,1.0,-1.0,0
sst2,55,we have no idea what in creation is going on ,wee have noo idea what in creation is going on ,0,char_repetition,0.05,10,13,1.3,0.1538461538461538,0.0,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,wee havve noo idea whatt inn creatiion is going onn ,0,char_repetition,0.15,10,18,1.8,0.2777777777777778,0.2222222222222222,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,wee hhaavve noo idea whhatt inn ccreaatiion is ggoingg onn ,0,char_repetition,0.3,10,25,2.5,0.36,0.48,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w have n idea what in creation is going on ,0,char_deletion,0.05,10,11,1.1,0.1818181818181818,0.0,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w hae n idea wha i creaton is going o ,0,char_deletion,0.15,10,14,1.4,0.4285714285714285,0.2142857142857142,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w e n idea wa i reton is oin o ,0,char_deletion,0.3,10,13,1.3,0.4615384615384615,0.2307692307692307,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,we h ave no idea what in creation is going on ,0,intra_word_whitespace,0.05,11,12,1.0909090909090908,0.0833333333333333,0.0833333333333333,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,we h ave no idea what in creation is going on ,0,intra_word_whitespace,0.15,11,12,1.0909090909090908,0.0833333333333333,0.0833333333333333,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,w e h ave no idea w hat in creation is going on ,0,intra_word_whitespace,0.3,13,14,1.0769230769230769,0.2857142857142857,0.1428571428571428,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,wE have nO idea what in creation is going on ,0,random_case_flip,0.05,10,13,1.3,0.3076923076923077,0.1538461538461538,positive,positive,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,wE haVe nO idea whaT iN creatIon is going oN ,0,random_case_flip,0.15,10,21,2.1,0.6190476190476191,0.4761904761904761,positive,unknown,0.0,0.0,0.0,0
sst2,55,we have no idea what in creation is going on ,wE HAVe nO idea wHaT iN CreAtIon is GoinG oN ,0,random_case_flip,0.3,10,24,2.4,0.625,0.5833333333333334,positive,unknown,0.0,0.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i yave aleays appreciated a smartly written motjon picture , ",1,keyboard_proximity,0.05,10,15,1.5,0.2666666666666666,0.4,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i jave akdwys appewcuated a smartly writren motuon picture , ",1,keyboard_proximity,0.15,10,21,2.1,0.2857142857142857,0.5238095238095238,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i ywve zkdsys apofrckated a smarfly wrktyen jotuon puctirs , ",1,keyboard_proximity,0.3,10,30,3.0,0.4,0.5,positive,negative,1.0,0.0,1.0,1
sst2,56,"i have always appreciated a smartly written motion picture , ","1 have @lways appreciated a smartly writ7en motion picture , ",1,homoglyph,0.05,10,17,1.7,0.3529411764705882,0.2352941176470588,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","1 have @1ways @ppr3ciated a smartly writ7en mo7i0n pic7ure , ",1,homoglyph,0.15,10,28,2.8,0.5,0.3928571428571428,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","1 h@v3 @1ways @ppr3ciated @ smar71y wri77en mo710n p1c7ur3 , ",1,homoglyph,0.3,10,39,3.9,0.6923076923076923,0.3846153846153846,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i hhave alwways appreciated a smartly written motiion picture , ",1,char_repetition,0.05,10,17,1.7,0.3529411764705882,0.2352941176470588,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i hhave allwwaays apprreeciiated a smartly writtten motiion picture , ",1,char_repetition,0.15,10,24,2.4,0.2916666666666667,0.5416666666666666,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i hhaave aallwwaays appprreeciiated a smarttly wriittten mmotiion piictuuree , ",1,char_repetition,0.3,10,33,3.3,0.303030303030303,0.6060606060606061,positive,unknown,1.0,0.0,1.0,1
sst2,56,"i have always appreciated a smartly written motion picture , ","i ave alays appreciated a smartly written moton picture , ",1,char_deletion,0.05,10,14,1.4,0.2142857142857142,0.2857142857142857,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i ave ays appcated a smartly writen moton picture , ",1,char_deletion,0.15,10,17,1.7,0.2941176470588235,0.4117647058823529,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i ve ys apcated a smarly wrten oton pctr , ",1,char_deletion,0.3,10,18,1.8,0.4444444444444444,0.4444444444444444,positive,negative,1.0,0.0,1.0,1
sst2,56,"i have always appreciated a smartly written motion picture , ","i have always appreciated a smartly written m otion picture , ",1,intra_word_whitespace,0.05,11,14,1.2727272727272727,0.2857142857142857,0.1428571428571428,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i hav e always appreciated a smartly written m otion picture , ",1,intra_word_whitespace,0.15,12,15,1.25,0.3333333333333333,0.2,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i h ave always ap preciated a smartly written mo tion pi cture , ",1,intra_word_whitespace,0.3,14,21,1.5,0.3333333333333333,0.4761904761904761,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i Have alWays appreciated a smartly written motIon picture , ",1,random_case_flip,0.05,10,16,1.6,0.3125,0.375,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i Have aLWAys appREcIated a smartly writTen motIon picture , ",1,random_case_flip,0.15,10,22,2.2,0.3636363636363636,0.5454545454545454,positive,positive,1.0,1.0,0.0,0
sst2,56,"i have always appreciated a smartly written motion picture , ","i HAve ALWAys apPREcIated a smarTly wrItTen MotIon pIctUrE , ",1,random_case_flip,0.3,10,30,3.0,0.4,0.7,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,ready-made midnight movue ,1,keyboard_proximity,0.05,3,7,2.333333333333333,0.1428571428571428,0.2857142857142857,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,teaey-madw midnight movoe ,1,keyboard_proximity,0.15,3,9,3.0,0.2222222222222222,0.5555555555555556,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,eeaxt-masd mienight novue ,1,keyboard_proximity,0.3,3,12,4.0,0.3333333333333333,0.5,positive,negative,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ready-made midnight movi3 ,1,homoglyph,0.05,3,8,2.6666666666666665,0.375,0.125,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,r3@dy-made m1dnight movi3 ,1,homoglyph,0.15,3,14,4.666666666666667,0.6428571428571429,0.2857142857142857,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,r3@dy-made m1dn19ht m0v13 ,1,homoglyph,0.3,3,18,6.0,0.7222222222222222,0.2222222222222222,positive,negative,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ready-made midnight moviie ,1,char_repetition,0.05,3,8,2.6666666666666665,0.25,0.125,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,rreaddy-madee midnight moviie ,1,char_repetition,0.15,3,11,3.6666666666666665,0.3636363636363636,0.2727272727272727,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,rreaddyy-maddee middnight mmoviie ,1,char_repetition,0.3,3,15,5.0,0.3333333333333333,0.4666666666666667,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ready-made midnight move ,1,char_deletion,0.05,3,6,2.0,0.1666666666666666,0.1666666666666666,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,eay-mad midnight move ,1,char_deletion,0.15,3,7,2.333333333333333,0.2857142857142857,0.4285714285714285,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ea-ma minight ove ,1,char_deletion,0.3,3,9,3.0,0.4444444444444444,0.3333333333333333,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ready-made midnight m ovie ,1,intra_word_whitespace,0.05,4,8,2.0,0.25,0.125,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,ready-made midnight m ovie ,1,intra_word_whitespace,0.15,4,8,2.0,0.25,0.125,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,ready -made midnight m ovie ,1,intra_word_whitespace,0.3,5,8,1.6,0.25,0.125,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ready-made midnight movIe ,1,random_case_flip,0.05,3,8,2.6666666666666665,0.375,0.25,positive,positive,1.0,1.0,0.0,0
sst2,57,ready-made midnight movie ,ReaDy-madE midnight movIe ,1,random_case_flip,0.15,3,12,4.0,0.5833333333333334,0.5,positive,unknown,1.0,0.0,1.0,1
sst2,57,ready-made midnight movie ,ReaDY-maDE miDnight MovIe ,1,random_case_flip,0.3,3,14,4.666666666666667,0.5,0.7142857142857143,positive,unknown,1.0,0.0,1.0,1
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","tp the mofie 's contrived , lame screenplay and lisfless direction ",0,keyboard_proximity,0.05,11,21,1.9090909090909087,0.2857142857142857,0.1904761904761904,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","ti the mpbue 's conyticed , lame screenplay and lisrlezs dieection ",0,keyboard_proximity,0.15,11,24,2.1818181818181817,0.3333333333333333,0.4166666666666667,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","tl rhe nlfoe 's cobrdibed , lame scrsenplsy snd kisrldes ditecfuon ",0,keyboard_proximity,0.3,11,33,3.0,0.3636363636363636,0.5151515151515151,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t0 the movie '5 contrived , lame scre3nplay and listless direction ",0,homoglyph,0.05,11,21,1.9090909090909087,0.3809523809523809,0.0476190476190476,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t0 th3 m0vie '5 contrived , lame scre3nplay and 1i5tle5s dir3cti0n ",0,homoglyph,0.15,11,35,3.1818181818181817,0.6,0.1714285714285714,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","70 7h3 m0vi3 '5 c0ntrived , l@me scre3np1ay and 115tle5s d1r3c710n ",0,homoglyph,0.3,11,45,4.090909090909091,0.6888888888888889,0.2444444444444444,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","too the movvie 's contrived , lame screenplay and listtless direction ",0,char_repetition,0.05,11,20,1.818181818181818,0.3,0.1,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","too the moovviie 's conttrrivved , lame screenplay and listtlesss dirrection ",0,char_repetition,0.15,11,25,2.272727272727273,0.24,0.32,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","too tthe mmoovviie 's connttrrivved , lame screeenplaay aand llisttleesss dirrecttiion ",0,char_repetition,0.3,11,36,3.272727272727273,0.2777777777777778,0.5833333333333334,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t the moie 's contrived , lame screenplay and lisless direction ",0,char_deletion,0.05,11,19,1.7272727272727273,0.3157894736842105,0.0526315789473684,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t the me 's conied , lame screenplay and lisles diection ",0,char_deletion,0.15,11,19,1.7272727272727273,0.3157894736842105,0.2105263157894736,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t he e 's coied , lame screnply nd isls diecon ",0,char_deletion,0.3,11,19,1.7272727272727273,0.3157894736842105,0.4210526315789473,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","to t he movie 's contrived , lame screenplay and listless direction ",0,intra_word_whitespace,0.05,12,18,1.5,0.2777777777777778,0.0,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t o th e movie 's contrived , lame screenplay and listless direction ",0,intra_word_whitespace,0.15,13,19,1.4615384615384617,0.3684210526315789,0.0526315789473684,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","t o t he movie 's co ntrived , lame screenplay and listless di rection ",0,intra_word_whitespace,0.3,15,23,1.5333333333333334,0.391304347826087,0.1304347826086956,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","tO the moVie 's contrived , lame screenplay and lisTless direction ",0,random_case_flip,0.05,11,22,2.0,0.4090909090909091,0.1818181818181818,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","tO the mOVIe 's conTRiVed , lame screenplay and lisTleSs diRection ",0,random_case_flip,0.15,11,30,2.727272727272727,0.5,0.4,negative,negative,1.0,1.0,0.0,0
sst2,58,"to the movie 's contrived , lame screenplay and listless direction ","tO The MOVIe 's coNTRiVed , lame scrEenplAy And LisTlESs diRecTIon ",0,random_case_flip,0.3,11,34,3.090909090909091,0.4705882352941176,0.5882352941176471,negative,negative,1.0,1.0,0.0,0
sst2,59,a powerful 1957 drama ,a powerful 1957 deama ,1,keyboard_proximity,0.05,4,10,2.5,0.5,0.1,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,w oowerful 1957 ddama ,1,keyboard_proximity,0.15,4,13,3.25,0.6153846153846154,0.1538461538461538,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,z opqwrful 1957 seama ,1,keyboard_proximity,0.3,4,13,3.25,0.4615384615384615,0.4615384615384615,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 dram@ ,1,homoglyph,0.05,4,10,2.5,0.6,0.2,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,@ powerful 1957 dr@m@ ,1,homoglyph,0.15,4,12,3.0,0.6666666666666666,0.3333333333333333,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,@ p0w3rfu1 1957 dr@m@ ,1,homoglyph,0.3,4,18,4.5,0.7777777777777778,0.3333333333333333,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 drrama ,1,char_repetition,0.05,4,11,2.75,0.5454545454545454,0.1818181818181818,positive,positive,1.0,1.0,0.0,0
sst2,59,a powerful 1957 drama ,aa ppowerful 1957 drrama ,1,char_repetition,0.15,4,14,3.5,0.5714285714285714,0.2142857142857142,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,aa ppoowweerful 1957 ddrrama ,1,char_repetition,0.3,4,18,4.5,0.5,0.1666666666666666,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 dama ,1,char_deletion,0.05,4,10,2.5,0.6,0.1,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama , owerful 1957 dama ,1,char_deletion,0.15,3,11,3.6666666666666665,0.5454545454545454,0.1818181818181818,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama , rful 1957 ama ,1,char_deletion,0.3,3,10,3.333333333333333,0.6,0.1,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 d rama ,1,intra_word_whitespace,0.05,5,11,2.2,0.6363636363636364,0.0909090909090909,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 d rama ,1,intra_word_whitespace,0.15,5,11,2.2,0.6363636363636364,0.0909090909090909,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 d rama ,1,intra_word_whitespace,0.3,5,11,2.2,0.6363636363636364,0.0909090909090909,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,a powerful 1957 dRama ,1,random_case_flip,0.05,4,11,2.75,0.6363636363636364,0.1818181818181818,positive,positive,1.0,1.0,0.0,0
sst2,59,a powerful 1957 drama ,A Powerful 1957 dRama ,1,random_case_flip,0.15,4,12,3.0,0.5833333333333334,0.3333333333333333,positive,unknown,1.0,0.0,1.0,1
sst2,59,a powerful 1957 drama ,A POWErful 1957 DRama ,1,random_case_flip,0.3,4,13,3.25,0.4615384615384615,0.4615384615384615,positive,unknown,1.0,0.0,1.0,1
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a yhird-prrson story now , told by hollywood , and mufh more otdinary for it ",0,keyboard_proximity,0.05,15,28,1.8666666666666667,0.3571428571428571,0.3571428571428571,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a rhird-ldeson stpty bow , told by hollywood , and muxh mpre oedimary fpr it ",0,keyboard_proximity,0.15,15,30,2.0,0.3,0.3333333333333333,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a ygirs-ldfson sfpey jow , told by hlllywlor , ans mudn mprs ofdihaey fkd it ",0,keyboard_proximity,0.3,15,37,2.466666666666667,0.4594594594594595,0.3783783783783784,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","@ third-p3rson story now , told by hollywood , and much m0re ord1nary for it ",0,homoglyph,0.05,15,28,1.8666666666666667,0.3928571428571428,0.1785714285714285,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","@ th1rd-p3r5on s70ry now , told 6y hollyw0od , and much m0re 0rd1nary for 1t ",0,homoglyph,0.15,15,42,2.8,0.5476190476190477,0.1904761904761904,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","@ 7h1rd-p3r50n 570ry n0w , t01d 6y h01lyw0od , @nd much m0re 0rd1n@ry f0r 1t ",0,homoglyph,0.3,15,57,3.8,0.7368421052631579,0.2105263157894736,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a tthird-peerson story now , told by hollywood , and mucch more orrdinary for it ",0,char_repetition,0.05,15,26,1.7333333333333334,0.2307692307692307,0.2692307692307692,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a tthird-ppeerrson stoorry nnow , told by hollywood , and mucch moore orrdinnary foor it ",0,char_repetition,0.15,15,33,2.2,0.2424242424242424,0.4242424242424242,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a tthhirdd-ppeerrson sttoorry nnow , told by hoollywooodd , andd mucchh mooree orrdinnarry foorr it ",0,char_repetition,0.3,15,42,2.8,0.3333333333333333,0.4523809523809524,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a hird-prson story now , told by hollywood , and muh more odinary for it ",0,char_deletion,0.05,15,24,1.6,0.25,0.2916666666666667,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a hird-son sty ow , told by hollywood , and muh mre odiary fr it ",0,char_deletion,0.15,15,26,1.7333333333333334,0.3846153846153846,0.3076923076923077,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a ir-son sy ow , told by hllywo , an mu mr odiay f it ",0,char_deletion,0.3,15,25,1.6666666666666667,0.48,0.36,unknown,negative,0.0,1.0,-1.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a third-person story now , told by hollywood , and much more ordinary f or it ",0,intra_word_whitespace,0.05,16,21,1.3125,0.238095238095238,0.0,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a third-person sto ry now , told by hollywood , and much more ordinary f or it ",0,intra_word_whitespace,0.15,17,22,1.2941176470588236,0.2272727272727272,0.0909090909090909,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a th ird-person st ory now , tol d b y hollywood , and much more ordinary f or it ",0,intra_word_whitespace,0.3,20,28,1.4,0.3571428571428571,0.1428571428571428,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a Third-pErson story now , told by hollywood , and muCh more oRdinary for it ",0,random_case_flip,0.05,15,26,1.7333333333333334,0.3076923076923077,0.2692307692307692,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a Third-PERson stORy Now , told by hollywood , and muCh mOre oRdiNary fOr it ",0,random_case_flip,0.15,15,31,2.066666666666667,0.3548387096774194,0.4193548387096774,unknown,unknown,0.0,0.0,0.0,0
sst2,60,"a third-person story now , told by hollywood , and much more ordinary for it ","a THirD-PERson sTORy Now , told by hOllywOoD , anD muCH mOrE oRdiNaRy fOR it ",0,random_case_flip,0.3,15,41,2.7333333333333334,0.5609756097560976,0.5121951219512195,unknown,positive,0.0,0.0,0.0,0
sst2,61,no-surprise series ,no-syrprise series ,0,keyboard_proximity,0.05,2,7,3.5,0.2857142857142857,0.2857142857142857,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,ho-shrprise srries ,0,keyboard_proximity,0.15,2,9,4.5,0.4444444444444444,0.5555555555555556,unknown,negative,0.0,1.0,-1.0,0
sst2,61,no-surprise series ,bo-sifprise swruea ,0,keyboard_proximity,0.3,2,10,5.0,0.4,0.5,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,no-5urprise series ,0,homoglyph,0.05,2,7,3.5,0.2857142857142857,0.1428571428571428,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,n0-5urpris3 series ,0,homoglyph,0.15,2,10,5.0,0.5,0.2,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,n0-5urpris3 53rie5 ,0,homoglyph,0.3,2,14,7.0,0.5714285714285714,0.2142857142857142,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,no-suurprise series ,0,char_repetition,0.05,2,7,3.5,0.1428571428571428,0.2857142857142857,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,nno-suurprise seeries ,0,char_repetition,0.15,2,9,4.5,0.2222222222222222,0.5555555555555556,unknown,negative,0.0,1.0,-1.0,0
sst2,61,no-surprise series ,nno-suurrprise seeriiess ,0,char_repetition,0.3,2,12,6.0,0.25,0.5833333333333334,unknown,negative,0.0,1.0,-1.0,0
sst2,61,no-surprise series ,no-srprise series ,0,char_deletion,0.05,2,6,3.0,0.1666666666666666,0.1666666666666666,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,o-srprise sries ,0,char_deletion,0.15,2,7,3.5,0.4285714285714285,0.2857142857142857,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,o-sprise sre ,0,char_deletion,0.3,2,7,3.5,0.5714285714285714,0.0,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,n o-surprise series ,0,intra_word_whitespace,0.05,3,7,2.333333333333333,0.4285714285714285,0.0,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,n o-surprise series ,0,intra_word_whitespace,0.15,3,7,2.333333333333333,0.4285714285714285,0.0,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,n o-surprise series ,0,intra_word_whitespace,0.3,3,7,2.333333333333333,0.4285714285714285,0.0,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,no-sUrprise series ,0,random_case_flip,0.05,2,8,4.0,0.5,0.25,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,No-sUrprise sEries ,0,random_case_flip,0.15,2,10,5.0,0.6,0.5,unknown,unknown,0.0,0.0,0.0,0
sst2,61,no-surprise series ,No-sURprise sErIeS ,0,random_case_flip,0.3,2,11,5.5,0.5454545454545454,0.4545454545454545,unknown,unknown,0.0,0.0,0.0,0
sst2,62,"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ","extea effort to sre an artist , still conmitged to growth in his ninth decade , change while remainint true to his pribciples ",1,keyboard_proximity,0.05,23,33,1.434782608695652,0.1515151515151515,0.2121212121212121,positive,positive,1.0,1.0,0.0,0
sst2,62,"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ","extfs effort fo wre ab artist , stiko xokmitged to growth in his ninyh decade , chznge wuile renauninf true go his prihciples ",1,keyboard_proximity,0.15,23,41,1.7826086956521738,0.2195121951219512,0.4878048780487805,positive,unknown,1.0,0.0,1.0,1
sst2,62,"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ","sxtes effort ro zde ab adyist , sripo dokmitfed to groath in his nibrh dscade , chqnge dnior rejauninf teur gk hjw ptijcklpes ",1,keyboard_proximity,0.3,23,54,2.347826086956522,0.3518518518518518,0.5555555555555556,positive,negative,1.0,0.0,1.0,1
sst2,62,"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ","ex7ra effort t0 see an arti5t , 5till committed to growth in his ninth decade , ch@nge while rem@ining true to his principles ",1,homoglyph,0.05,23,39,1.6956521739130437,0.3333333333333333,0.1794871794871795,positive,positive,1.0,1.0,0.0,0
sst2,62,"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ","ex7r@ effor7 70 5ee an art15t , 5till committed 7o growth in hi5 ninth d3cade , ch@nge wh1le rem@1ning true 7o his princ1p1es ",1,homoglyph,0.15,23,61,2.652173913043478,0.4918032786885246,0.2622950819672131,positive,unknown,1.0,0.0,1.0,1
